,b_id,b_permit_type,b_category,b_action_type,b_work_type,b_value,b_issue_date,b_final_date,b_expiration_date,b_status,b_latitude,b_longitude
52235,6397203,Construction,MULTIFAMILY,NEW,Plan Review,598188.0,2014-08-14,2015-06-24,2016-02-14,Permit Closed,47.65298056,-122.3404509
52244,6404826,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,313226.0,2017-12-29,,2019-06-29,Permit Issued,47.54557575,-122.3608872
52264,6539648,Construction,MULTIFAMILY,NEW,Plan Review,1005662.0,2017-07-19,,2019-01-19,Permit Issued,47.54726222,-122.3748236
52276,6359612,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,459132.0,2013-07-20,2014-03-31,2015-01-20,Permit Closed,47.63938457,-122.27818329999998
52277,6306118,Construction,INDUSTRIAL,NEW,Plan Review,9370382.0,2013-08-12,2015-04-03,2016-08-12,Permit Closed,47.66341745,-122.3770695
52290,6553667,Construction,MULTIFAMILY,NEW,Plan Review,767133.0,2017-12-08,,2019-06-08,Permit Issued,47.63893268,-122.3699531
52294,6553269,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,393435.0,2017-05-03,,2018-11-03,Permit Issued,47.57178364,-122.374104
52295,6506268,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,301302.0,2016-09-19,2017-08-10,2018-03-19,Permit Closed,47.56687629,-122.2957108
52298,6469622,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,587001.0,2016-01-08,,2019-01-08,Permit Issued,47.59087795,-122.2910773
52304,6466223,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,332770.0,2015-10-09,2017-03-09,2017-04-09,Permit Closed,47.55845272,-122.2821813
52307,6482557,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,423706.0,2015-11-17,2016-08-24,2017-05-17,Permit Closed,47.66165022,-122.3483877
52308,6394215,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,405511.0,2014-04-25,2015-04-15,2015-10-25,Permit Closed,47.72143157,-122.3186654
52321,6568506,Construction,MULTIFAMILY,NEW,Plan Review,591568.0,2018-04-09,,2019-10-09,Permit Issued,47.62997833,-122.347202
52340,6429772,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,404086.0,2015-06-19,2016-10-18,2016-12-19,Permit Closed,47.61577328,-122.3011585
52344,6598248,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,379248.0,2018-04-08,,2019-10-08,Permit Issued,47.68482499,-122.3466846
52406,6393647,Construction,MULTIFAMILY,NEW,Plan Review,512992.0,2015-03-18,2016-09-27,2016-09-18,Permit Finaled,47.63853683,-122.34245690000002
52415,6559568,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,272438.0,2017-05-01,,2018-11-01,Permit Issued,47.66825772,-122.2882409
52450,6356092,Construction,MULTIFAMILY,NEW,Plan Review,983534.0,2013-08-23,2014-07-09,2015-02-23,Permit Closed,47.66431096,-122.3062387
52459,6452532,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,386047.0,2015-04-22,2015-12-04,2016-10-22,Permit Closed,47.70599311,-122.3517339
52471,6561195,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,321605.0,2017-02-22,2018-02-07,2018-08-22,Permit Closed,47.69522748,-122.3354143
52477,6483863,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,264945.0,2016-03-09,2017-02-02,2017-09-09,Permit Closed,47.67411461,-122.3813231
52479,6614802,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,266372.0,2018-03-01,,2019-09-01,Permit Issued,47.62123397,-122.3006597
52485,6634338,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,498623.0,2018-04-08,,2019-10-08,Permit Issued,47.68570801,-122.3972518
52493,6467126,Construction,MULTIFAMILY,NEW,Plan Review,630565.0,2016-03-24,2017-04-14,2017-09-24,Permit Closed,47.58175900000001,-122.3150898
52497,6367183,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,271344.0,2013-07-30,2015-04-03,2015-01-30,Permit Closed,47.67237367,-122.3998858
52506,6428903,Construction,MULTIFAMILY,NEW,Plan Review,762694.0,2015-05-28,2017-10-05,2018-05-28,Permit Closed,47.5700353,-122.3862597
52519,6375195,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,315000.0,2014-02-03,2014-11-26,2015-08-03,Permit Closed,47.55099373,-122.270722
52525,6463189,Construction,COMMERCIAL,NEW,Plan Review,1365975.0,2016-06-14,,2019-06-14,Permit Issued,47.56203701,-122.2881641
52552,6300774,Construction,COMMERCIAL,NEW,Plan Review,12818877.0,2013-07-25,2015-07-21,2016-07-25,Permit Closed,47.60246647,-122.3177232
52569,6464023,Construction,MULTIFAMILY,NEW,Plan Review,1052947.0,2016-02-09,2017-07-19,2017-08-09,Permit Finaled,47.64307372,-122.3850734
52632,6406106,Construction,COMMERCIAL,NEW,Plan Review,543000.0,2014-12-16,2016-08-05,2016-06-16,Permit Closed,47.61782318,-122.3041611
52637,6517101,Construction,COMMERCIAL,NEW,Plan Review,525000.0,2017-11-16,,2019-05-16,Permit Issued,47.66254948,-122.2949949
52643,6561209,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,303821.0,2017-02-17,2018-02-05,2018-08-17,Permit Closed,47.6952945,-122.3354619
52667,6380316,Construction,MULTIFAMILY,NEW,Plan Review,993378.0,2014-06-12,2015-11-13,2015-12-12,Permit Closed,47.5417339,-122.38756809999998
52710,6385518,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,432063.0,2014-03-11,2014-09-22,2015-09-11,Permit Closed,47.64080902,-122.3068919
52717,6584119,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,484839.0,2018-04-08,,2019-10-08,Permit Issued,47.52120225,-122.3537444
52719,6392841,Construction,MULTIFAMILY,NEW,Plan Review,49162027.0,2015-08-28,2017-09-28,2018-08-28,Permit Closed,47.63002641,-122.3414234
52722,6402083,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,366560.0,2014-07-17,2017-05-23,2017-07-17,Permit Closed,47.57081805,-122.2881238
52724,6610517,Construction,MULTIFAMILY,NEW,Plan Review,432252.0,2018-04-09,,2019-10-09,Permit Issued,47.62997101,-122.3473372
52728,6525036,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,440610.0,2017-02-27,,2018-08-27,Permit Issued,47.64399999,-122.3685943
52752,6601959,Construction,MULTIFAMILY,NEW,Plan Review,844086.0,2018-04-08,,2019-10-08,Permit Issued,47.56005853,-122.2916873
52754,6437394,Construction,COMMERCIAL,NEW,Plan Review,570000.0,2015-03-24,2016-07-29,2016-09-24,Permit Closed,47.62422755,-122.3571004
52781,6384434,Construction,MULTIFAMILY,NEW,Plan Review,318877.0,2014-04-25,2016-07-08,2015-10-25,Permit Closed,47.61715817,-122.2971804
52806,6443688,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,384358.0,2015-03-18,,2016-09-18,Permit Closed,47.65277587,-122.3341895
52816,6336109,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,294951.0,2013-09-05,2014-05-29,2015-03-05,Permit Closed,47.6944234,-122.3430894
52820,6376974,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,331653.0,2014-09-03,2015-08-27,2016-03-03,Permit Closed,47.64814591,-122.4071614
52828,6403734,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,455856.0,2014-06-25,2015-06-29,2015-12-25,Permit Closed,47.61543883,-122.2921614
52837,6365912,Construction,MULTIFAMILY,NEW,Plan Review,969128.0,2014-01-15,2014-12-22,2015-07-15,Permit Closed,47.62055542,-122.2996519
52867,6392160,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,451630.0,2014-04-24,2015-09-21,2015-10-24,Permit Closed,47.51530335,-122.3890021
52868,6426955,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,325969.0,2015-07-24,,2018-01-24,Permit Issued,47.57717967,-122.3030733
52893,6352225,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,398970.0,2013-06-27,2013-11-21,2014-12-27,Permit Closed,47.70196287,-122.3056407
52896,6470572,Construction,MULTIFAMILY,NEW,Plan Review,982652.0,2016-08-02,2017-12-20,2018-02-02,Permit Closed,47.68258397,-122.325072
52903,6453091,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,277798.0,2015-02-27,2015-09-17,2016-08-27,Permit Closed,47.5767653,-122.4130854
52916,6582536,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,296147.0,2018-03-01,,2019-09-01,Permit Issued,47.62123502,-122.300751
52934,6413166,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,306367.0,2014-08-09,2015-06-08,2016-02-09,Permit Closed,47.68965604,-122.3513252
52939,6385015,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,383247.0,2014-03-07,2014-10-20,2015-09-07,Permit Closed,47.69109546,-122.29314850000002
52979,6363203,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,268351.0,2013-11-02,2014-05-19,2015-05-02,Permit Closed,47.69592908,-122.3637263
52980,6505896,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,378561.0,2016-08-08,2017-12-27,2018-02-08,Permit Closed,47.5394186,-122.2739787
53004,6341570,Construction,MULTIFAMILY,NEW,Plan Review,1088155.0,2013-12-30,,2015-06-30,Permit Closed,47.61101271,-122.3138215
53042,6452640,Construction,MULTIFAMILY,NEW,Plan Review,844699.0,2015-06-10,2016-05-26,2016-12-10,Permit Closed,47.66405882,-122.3181806
53045,6360348,Construction,COMMERCIAL,NEW,Plan Review,52898966.0,2017-04-05,,2018-10-05,Permit Issued,47.63560283,-122.3266618
53055,6376708,Construction,INSTITUTIONAL,NEW,Plan Review,1800000.0,2014-06-24,2015-07-16,2015-12-24,Permit Closed,47.67630741,-122.3285125
53068,6358695,Construction,MULTIFAMILY,NEW,Plan Review,659635.0,2014-03-22,,2015-09-22,Permit Issued,47.58190439,-122.4019713
53070,6471992,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,269364.0,2016-10-13,,2019-10-13,Permit Issued,47.64801882,-122.34557859999998
53078,6467142,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,336978.0,2015-10-01,2016-10-14,2017-04-01,Permit Closed,47.63659042,-122.2793709
53090,6388018,Construction,MULTIFAMILY,NEW,Plan Review,1007363.0,2016-07-16,,2018-01-16,Permit Issued,47.53502794,-122.278304
53091,6458129,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,433300.0,2015-07-17,2016-07-27,2017-01-17,Permit Closed,47.672344,-122.27924099999998
53109,6548314,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,452424.0,2017-04-19,2018-04-09,2018-10-19,Permit Closed,47.68801913,-122.3318158
53130,6533202,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,392022.0,2017-04-19,2018-04-09,2018-10-19,Permit Closed,47.56635345,-122.3991515
53171,6613665,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,370121.0,2017-12-26,,2019-06-26,Permit Issued,47.67509047,-122.3710508
53185,6455554,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,398037.0,2015-06-22,2016-07-01,2016-12-22,Permit Closed,47.65630820000001,-122.3528523
53192,6440247,Construction,MULTIFAMILY,NEW,Plan Review,830000.0,2016-01-13,2017-05-04,2017-07-13,Permit Closed,47.61256623,-122.2964767
53212,6357142,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,297948.0,2013-07-26,2014-05-14,2015-01-26,Permit Closed,47.71418889,-122.2784015
53216,6416491,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,294169.0,2014-10-01,2016-09-02,2017-10-01,Permit Closed,47.5874141,-122.2978418
53217,6420503,Construction,MULTIFAMILY,NEW,Plan Review,547820.0,2015-03-16,2016-05-31,2016-09-16,Permit Finaled,47.52439483,-122.2793763
53238,6424511,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,460233.0,2015-04-30,2016-04-25,2016-10-30,Permit Closed,47.67700311,-122.2920596
53254,6471536,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,400000.0,2015-12-21,2018-01-04,2018-12-21,Permit Closed,47.70838741,-122.372335
53260,6403243,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,486139.0,2014-07-16,2015-03-09,2016-01-16,Permit Closed,47.62211283,-122.2896748
53278,6397459,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,366070.0,2014-04-15,2014-11-06,2015-10-15,Permit Closed,47.69500264,-122.2891225
53293,6586797,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,371354.0,2018-04-10,,2019-10-10,Permit Issued,47.60116528,-122.29746029999998
53320,6566342,Construction,MULTIFAMILY,NEW,Plan Review,530084.0,2017-04-03,,2018-10-03,Permit Issued,47.58721292,-122.3170831
53321,6596746,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,328733.0,2018-04-10,,2019-10-10,Permit Issued,47.53302004,-122.3547037
53331,6415096,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,336495.0,2016-06-23,2017-11-06,2017-12-23,Permit Finaled,47.58777669,-122.3124959
53333,6453484,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,476074.0,2015-07-30,2016-06-29,2017-01-30,Permit Closed,47.67240098,-122.2719594
53338,6553325,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,282908.0,2017-02-01,2018-02-07,2018-08-01,Permit Closed,47.60036862,-122.3053195
53346,6335642,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,323677.0,2013-08-09,2014-06-17,2015-02-09,Permit Closed,47.55942167,-122.3651271
53354,6476586,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,281086.0,2016-02-06,2016-10-20,2017-08-06,Permit Closed,47.64618102,-122.3829104
53359,6355443,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,359972.0,2013-09-09,2013-12-26,2015-03-09,Permit Closed,47.55446275,-122.3593335
53374,6504283,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,394786.0,2016-10-08,2017-07-07,2018-04-08,Permit Closed,47.5289909,-122.3859422
53393,6550361,Construction,MULTIFAMILY,NEW,Plan Review,801827.0,2017-06-27,,2018-12-27,Permit Issued,47.69075771,-122.3804688
53398,6615377,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,436069.0,2017-12-26,,2019-06-26,Permit Issued,47.64532204,-122.38697179999998
53411,6443080,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,390926.0,2015-02-07,2015-10-09,2016-08-07,Permit Closed,47.67369825,-122.3480649
53426,6474876,Construction,MULTIFAMILY,NEW,Plan Review,1346469.0,2016-09-08,,2019-09-08,Permit Issued,47.67580399,-122.3748822
53438,6385337,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,388701.0,2014-01-29,2015-02-09,2015-07-29,Permit Closed,47.66332904,-122.2935401
53442,6522230,Construction,MULTIFAMILY,NEW,Plan Review,655704.0,2016-12-14,2018-02-12,2018-06-14,Permit Closed,47.66107524,-122.3507548
53444,6513651,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,273330.0,2016-08-04,,2019-08-04,Permit Issued,47.53518996,-122.3678565
53466,6545642,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,364319.0,2016-09-23,2017-11-22,2018-03-23,Permit Closed,47.59852662,-122.311977
53471,6564183,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,478973.0,2017-05-07,,2018-11-07,Permit Issued,47.69184582,-122.3136876
53477,6594522,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,435831.0,2018-02-28,,2019-08-28,Permit Issued,47.51989292,-122.3557343
53498,6532101,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,257603.0,2016-07-28,2018-04-10,2018-01-28,Permit Finaled,47.58140316,-122.4030418
53515,6371869,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,477449.0,2013-11-05,2015-06-09,2015-05-05,Permit Closed,47.68050988,-122.3460719
53517,6418625,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,328649.0,2014-12-31,2015-10-08,2016-06-30,Permit Closed,47.54853479,-122.2778955
53518,6381752,Construction,MULTIFAMILY,NEW,Plan Review,384103.0,2014-03-20,2016-04-07,2017-03-20,Permit Closed,47.65330768,-122.3572105
53529,6285331,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,410496.0,2013-06-25,2016-11-16,2017-12-25,Permit Finaled,47.68283595,-122.329279
53546,6324483,Construction,MULTIFAMILY,NEW,Plan Review,6666689.0,2015-09-18,2017-03-02,2017-03-18,Permit Closed,47.61921428,-122.309164
53553,6465117,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,440773.0,2016-06-14,2017-12-20,2017-12-14,Permit Closed,47.64036614,-122.324962
53579,6463228,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,258729.0,2016-04-22,,2019-04-22,Permit Issued,47.5345473,-122.36783429999998
53596,6376787,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,307747.0,2014-02-22,2015-03-27,2015-08-22,Permit Closed,47.53321555,-122.2931636
53623,6362623,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,356617.0,2013-08-26,,2015-02-26,Permit Closed,47.62394521,-122.2917996
53625,6555616,Construction,MULTIFAMILY,NEW,Plan Review,257282.0,2017-03-27,2018-04-09,2018-09-27,Permit Closed,47.61456684,-122.3072192
53626,6579342,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,292641.0,2017-09-21,,2019-03-21,Permit Issued,47.58719306,-122.3090966
53628,6355335,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,516711.0,2013-09-19,2015-05-13,2016-09-19,Permit Closed,47.50322433,-122.3867956
53651,6410913,Construction,MULTIFAMILY,NEW,Plan Review,980788.0,2015-02-07,2017-12-18,2018-02-07,Permit Closed,47.64662234,-122.3261407
53653,6619561,Construction,MULTIFAMILY,NEW,Plan Review,578249.0,2018-04-10,,2019-10-10,Permit Issued,47.67403922,-122.3858158
53657,6494716,Construction,MULTIFAMILY,NEW,Plan Review,8055799.0,2016-08-04,2018-04-09,2019-08-04,Permit Closed,47.69060763,-122.3132343
53659,6355534,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,343899.0,2013-10-08,2014-09-02,2015-04-08,Permit Closed,47.67555156,-122.3813105
53667,6380128,Construction,MULTIFAMILY,NEW,Plan Review,347002.0,2014-06-10,2015-02-18,2015-12-10,Permit Closed,47.61790005,-122.2996365
53671,6574834,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,417055.0,2017-09-03,,2019-03-03,Permit Issued,47.55662507,-122.3806436
53687,6435813,Construction,MULTIFAMILY,NEW,Plan Review,1479655.0,2016-10-18,,2019-10-18,Permit Issued,47.53406419,-122.2786815
53690,6444091,Construction,MULTIFAMILY,NEW,Plan Review,839929.0,2015-11-06,,2017-05-06,Permit Issued,47.56514833,-122.368368
53728,6449139,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,443713.0,2015-04-22,2016-04-27,2016-10-22,Permit Closed,47.67466916,-122.2798874
53729,6523667,Construction,MULTIFAMILY,NEW,Plan Review,1106952.0,2017-01-12,,2018-07-12,Permit Issued,47.54869035,-122.2876041
53747,6504933,Construction,MULTIFAMILY,NEW,Plan Review,1022541.0,2018-04-10,,2019-10-10,Permit Issued,47.57007574,-122.3721479
53749,6315465,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,250159.0,2016-05-04,2018-04-10,2019-05-04,Permit Closed,47.58452961,-122.3755618
53760,6387266,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,298887.0,2014-02-21,2015-03-03,2015-08-21,Permit Closed,47.54988467,-122.3927472
53762,6316484,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,305571.0,2016-06-02,2017-12-21,2017-12-02,Permit Closed,47.70865803,-122.2822815
53767,6532102,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,257603.0,2016-07-28,2018-04-10,2019-07-28,Permit Finaled,47.58140498,-122.4031523
53778,6353329,Construction,COMMERCIAL,NEW,Plan Review,67459821.0,2013-09-19,2015-06-01,2016-09-19,Permit Finaled,47.61673411,-122.3326804
53796,6339778,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,385845.0,2013-05-15,2014-10-29,2014-11-15,Permit Closed,47.64845595,-122.4078244
53804,6429262,Construction,MULTIFAMILY,NEW,Plan Review,966600.0,2015-09-03,2018-04-06,2018-09-03,Cert of Occupancy Authorized,47.63939533,-122.2775531
53836,6410893,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,401590.0,2014-09-29,,2019-03-29,Permit Issued,47.52586493,-122.2891143
53844,6429942,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,442526.0,2015-01-24,2016-03-29,2016-07-24,Permit Finaled,47.63717972,-122.3898516
53875,6546951,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,280615.0,2017-07-31,,2019-01-31,Permit Issued,47.54303248,-122.3743447
53880,6397639,Construction,MULTIFAMILY,NEW,Plan Review,401792.0,2016-01-07,,2017-07-07,Permit Issued,47.555578,-122.2810082
53883,6560121,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,380052.0,2017-03-27,2018-04-10,2018-09-27,Permit Closed,47.55997722,-122.3639336
53926,6363478,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,386960.0,2013-10-28,2014-08-05,2015-04-28,Permit Closed,47.6209878,-122.2977392
53931,6461089,Construction,COMMERCIAL,NEW,Plan Review,2732400.0,2015-12-22,,2018-12-22,Permit Issued,47.6033626,-122.3311998
53934,6414916,Construction,MULTIFAMILY,NEW,Plan Review,734305.0,2016-03-08,2018-04-10,2019-03-08,Permit Closed,47.6952753,-122.3739246
53958,6508434,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,475028.0,2016-09-07,2018-04-09,2018-03-07,Permit Closed,47.59412179,-122.29297859999998
53959,6520935,Construction,MULTIFAMILY,NEW,Plan Review,1196231.0,2017-01-23,,2018-07-23,Permit Issued,47.6333596,-122.31220829999998
53967,6394052,Construction,COMMERCIAL,NEW,Plan Review,5677716.0,2015-03-13,2017-05-19,2018-03-13,Permit Closed,47.61094594,-122.3399262
53977,6487090,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,562817.0,2016-09-06,2018-01-10,2018-03-06,Permit Closed,47.66885727,-122.4113313
53981,6425833,Construction,MULTIFAMILY,NEW,Plan Review,500427.0,2015-03-10,,2018-03-10,Permit Issued,47.54085168,-122.2709535
53991,6173794,Construction,MULTIFAMILY,NEW,Plan Review,7223015.0,2015-10-14,,2018-10-14,Permit Issued,47.62126347,-122.3217317
53996,6327328,Construction,MULTIFAMILY,NEW,Plan Review,49000000.0,2015-01-06,,2019-07-06,Permit Issued,47.56085548,-122.38255990000002
54000,6470875,Construction,COMMERCIAL,NEW,Plan Review,91504626.0,2016-09-01,,2019-09-01,Permit Issued,47.622857,-122.3348371
54004,6533008,Construction,MULTIFAMILY,NEW,Plan Review,907940.0,2018-04-11,,2019-10-11,Permit Issued,47.63384561,-122.3418634
54009,6605349,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,452345.0,2018-04-11,,2019-10-11,Permit Issued,47.66580069,-122.407609
54012,6616847,Construction,INSTITUTIONAL,NEW,Plan Review,1800000.0,2018-04-11,,2019-10-11,Permit Issued,47.65644621,-122.3104243
54028,6398861,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,424120.0,2014-07-23,2015-08-24,2016-01-23,Permit Closed,47.54054915,-122.26653190000002
54031,6621326,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,309934.0,2018-04-11,,2019-10-11,Permit Issued,47.67612708,-122.3546906
54039,6143649,Construction,COMMERCIAL,NEW,Plan Review,7011058.0,2014-05-14,2015-12-17,2015-11-14,Permit Closed,47.61539704,-122.32709640000002
54046,6349614,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,464955.0,2013-06-03,2014-01-10,2014-12-03,Permit Closed,47.68239788,-122.28615220000002
54065,6407444,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,380100.0,2014-06-04,2014-12-02,2015-12-04,Permit Closed,47.52889702,-122.3877144
54066,6431338,Construction,MULTIFAMILY,NEW,Plan Review,835625.0,2015-08-24,2016-07-25,2017-02-24,Cert of Occupancy Authorized,47.59228291,-122.3010014
54158,6362807,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,637500.0,2015-05-23,2017-05-17,2018-05-23,Permit Closed,47.71366555,-122.2771537
54169,6425832,Construction,MULTIFAMILY,NEW,Plan Review,548562.0,2015-03-10,,2019-09-10,Permit Issued,47.54099648,-122.270961
54175,6603982,Construction,COMMERCIAL,NEW,Plan Review,1290868.0,2018-04-11,,2019-10-11,Permit Issued,47.5522748,-122.38676909999998
54178,6590380,Construction,MULTIFAMILY,NEW,Plan Review,1151345.0,2018-02-13,,2019-08-13,Permit Issued,47.69139146,-122.3049098
54187,6331182,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,347170.0,2013-12-11,2015-10-27,2016-12-11,Permit Closed,47.5690903,-122.360512
54190,6529525,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,508596.0,2016-10-04,2018-02-02,2018-04-04,Permit Finaled,47.6032202,-122.3066484
54192,6377734,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,477740.0,2014-10-24,2016-11-23,2017-10-24,Permit Closed,47.5892885,-122.3087047
54195,6468891,Construction,MULTIFAMILY,NEW,Plan Review,540361.0,2016-05-03,2017-08-16,2017-11-03,Permit Closed,47.63888578,-122.3244243
54207,6343508,Construction,MULTIFAMILY,NEW,Plan Review,2517789.0,2013-12-09,2015-04-24,2015-06-09,Permit Closed,47.62397513,-122.3597358
54211,6565146,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,569276.0,2017-06-21,,2018-12-21,Permit Issued,47.61746515,-122.2828233
54212,6425830,Construction,MULTIFAMILY,NEW,Plan Review,548862.0,2015-03-10,,2018-03-10,Permit Issued,47.54134609,-122.2709403
54215,6377938,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,280000.0,2013-12-26,2014-09-03,2015-06-26,Permit Closed,47.6956513,-122.3603907
54220,6561716,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,587874.0,2017-09-30,,2019-03-30,Permit Issued,47.65019249,-122.3744189
54224,6425828,Construction,MULTIFAMILY,NEW,Plan Review,365908.0,2015-03-10,,2018-03-10,Permit Issued,47.54150746,-122.2706572
54230,6593761,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,309934.0,2018-04-11,,2019-10-11,Permit Issued,47.67610946,-122.3546677
54243,6427663,Construction,COMMERCIAL,NEW,Plan Review,25730597.0,2015-10-06,,2018-10-06,Permit Issued,47.62489222,-122.3306346
54267,6425826,Construction,MULTIFAMILY,NEW,Plan Review,518612.0,2015-03-10,,2019-09-10,Permit Issued,47.5411051,-122.2706583
54271,6535448,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,461538.0,2017-12-06,,2019-06-06,Permit Issued,47.59625112,-122.2966449
54276,6404881,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,343876.0,2014-07-18,2015-05-28,2016-01-18,Permit Closed,47.67004158,-122.3887078
